count, gb id, description, protein id, length
630, CP033832.1, Pseudomonas aeruginosa, AYZ80121.1, 422
632, CP020603.1, Pseudomonas aeruginosa, ARG90555.1, 421
633, CP028162.1, Pseudomonas aeruginosa, AVR86571.1, 421
634, CP033684.1, Pseudomonas aeruginosa, AYW76109.1, 421
635, CP029605.1, Pseudomonas aeruginosa, AXS75085.1, 421
636, CP029097.1, Pseudomonas aeruginosa, AWF02451.1, 421
638, CP027166.1, Pseudomonas aeruginosa, AVK01294.1, 421
639, CP027740.1, Pseudomonas chlororaphis subsp. piscium, AZC92719.1, 421
640, LR134334.1, Pseudomonas chlororaphis, VEF75349.1, 421
641, CP027708.1, Pseudomonas chlororaphis subsp. piscium, AZC40916.1, 421
643, CP027707.1, Pseudomonas chlororaphis subsp. piscium, AZC34380.1, 421
645, CP027538.1, Pseudomonas aeruginosa, AVN44841.1, 421
647, CP028339.1, Thauera aromatica K172, AVR87878.1, 413
648, CP009290.1, Pseudomonas chlororaphis subsp. aurantiaca, AIS10154.1, 421
650, CP027747.1, Pseudomonas chlororaphis subsp. aureofaciens, AZE14463.1, 424
651, CP027747.1, Pseudomonas chlororaphis subsp. aureofaciens, AZE08324.1, 433
652, CP027744.1, Pseudomonas chlororaphis subsp. aurantiaca, AZD57975.1, 421
653, CP025309.1, Pseudomonas chlororaphis, AUG44062.1, 421
654, CP025309.1, Pseudomonas chlororaphis, AUG42331.1, 455
655, CP027745.1, Pseudomonas chlororaphis subsp. aurantiaca, AZD63889.1, 421
656, CP027736.1, Pseudomonas chlororaphis subsp. piscium, AZC66633.1, 421
657, CP027711.1, Pseudomonas chlororaphis subsp. piscium, AZC98907.1, 421
658, CP027737.1, Pseudomonas chlororaphis subsp. piscium, AZC72894.1, 421
659, CP027718.1, Pseudomonas chlororaphis subsp. aurantiaca, AZD82827.1, 421
660, CP027718.1, Pseudomonas chlororaphis subsp. aurantiaca, AZD81010.1, 469
661, CP027738.1, Pseudomonas chlororaphis subsp. piscium, AZC79105.1, 421
662, CP027741.1, Pseudomonas chlororaphis subsp. aurantiaca, AZD39076.1, 421
663, CP027742.1, Pseudomonas chlororaphis subsp. aurantiaca, AZD45417.1, 421
664, AP014623.1, Pseudomonas chlororaphis subsp. aurantiaca, BAV78326.1, 421
665, CP027739.1, Pseudomonas chlororaphis subsp. piscium, AZC85440.1, 421
666, CP027735.1, Pseudomonas chlororaphis subsp. piscium, AZC60483.1, 421
667, CP027746.1, Pseudomonas chlororaphis subsp. aurantiaca, AZD70362.1, 421
668, CP027746.1, Pseudomonas chlororaphis subsp. aurantiaca, AZD63930.1, 433
670, LT629747.1, Pseudomonas chlororaphis, SDT69295.1, 433
671, CP027710.1, Pseudomonas chlororaphis subsp. piscium, AZC54155.1, 421
672, CP027722.1, Pseudomonas chlororaphis subsp. aureofaciens, AZE08281.1, 421
673, CP027722.1, Pseudomonas chlororaphis subsp. aureofaciens, AZE02206.1, 433
674, CP027721.1, Pseudomonas chlororaphis subsp. aureofaciens, AZE02163.1, 421
675, CP027721.1, Pseudomonas chlororaphis subsp. aureofaciens, AZD95910.1, 433
676, CP027720.1, Pseudomonas chlororaphis subsp. aureofaciens, AZD95868.1, 421
677, CP027720.1, Pseudomonas chlororaphis subsp. aureofaciens, AZD89461.1, 433
679, LT629738.1, Pseudomonas chlororaphis, SDT64830.1, 433
680, CP008696.1, Pseudomonas chlororaphis, AIC22918.1, 421
681, CP008696.1, Pseudomonas chlororaphis, AIC21447.1, 472
682, CP027719.1, Pseudomonas chlororaphis subsp. aureofaciens, AZD89419.1, 421
683, CP027719.1, Pseudomonas chlororaphis subsp. aureofaciens, AZD82869.1, 433
684, LR130534.1, Pseudomonas aeruginosa, VDL52810.1, 421
685, LR130533.1, Pseudomonas aeruginosa, VDL30676.1, 421
686, CP021774.1, Pseudomonas aeruginosa, ASA32728.1, 421
687, CP022000.1, Pseudomonas aeruginosa, ASD07153.1, 421
689, CP024608.1, Massilia violaceinigra, ATQ75370.1, 406
690, CP027743.1, Pseudomonas chlororaphis subsp. aurantiaca, AZD51719.1, 421
691, CP027712.1, Pseudomonas chlororaphis subsp. chlororaphis, AZD05396.1, 421
692, CP027712.1, Pseudomonas chlororaphis subsp. chlororaphis, AZD03676.1, 456
693, CP027715.1, Pseudomonas chlororaphis subsp. aurantiaca, AZD25429.1, 421
694, CP000744.1, Pseudomonas aeruginosa PA7, ABR85323.1, 421
695, CP011254.1, Serratia fonticola, AKG70732.1, 453
696, CP032552.1, Pseudomonas aeruginosa, AYK26522.1, 421
697, CP032552.1, Pseudomonas aeruginosa, AYK24371.1, 422
698, CP014866.1, Pseudomonas aeruginosa, ARC82771.1, 421
699, CP035739.1, Pseudomonas aeruginosa, QBC08917.1, 421
700, CP035739.1, Pseudomonas aeruginosa, QBC11482.1, 422
701, CP031449.2, Pseudomonas aeruginosa, AXN29415.1, 421
702, CP031449.2, Pseudomonas aeruginosa, AXN25535.1, 422
703, CP012831.1, Pseudomonas fluorescens, ALI07469.1, 421
705, CP002745.1, Collimonas fungivorans Ter331, AEK60952.1, 419
706, CP018927.1, Serratia marcescens, ASM16034.1, 451
707, CP030910.1, Pseudomonas aeruginosa, AXL74044.1, 421
708, CP033750.1, Burkholderia multivorans, AYY58235.1, 406
710, CP027753.1, Pseudomonas chlororaphis, AZE52147.1, 421
712, LT707063.1, Pseudomonas sp. B10, SIR32305.1, 447
713, CP010584.1, Serratia marcescens, APS35963.1, 451
715, CP033800.1, Enterobacter roggenkampii, AYY07989.1, 429
716, CP033800.1, Enterobacter roggenkampii, AYY05488.1, 453
717, CP025049.1, Pseudomonas aeruginosa, AUA74171.1, 421
718, CP025049.1, Pseudomonas aeruginosa, AUA71675.1, 422
719, CP025050.1, Pseudomonas aeruginosa, AUA98793.1, 421
720, CP025050.1, Pseudomonas aeruginosa, AUA96233.1, 422
721, CP033686.1, Pseudomonas aeruginosa, AYW63245.1, 421
722, CP033686.1, Pseudomonas aeruginosa, AYW61173.1, 422
723, CP010892.1, Pseudomonas sp. MRSN12121, AJO81587.1, 421
725, FR904230.1, Serratia symbiotica SCt-VLC, CDG46869.1, 409
730, CP012830.1, Pseudomonas fluorescens, ALI01436.1, 417
732, CP014158.1, Pseudomonas citronellolis, AMO73683.1, 417
750, CP008859.2, Pseudomonas aeruginosa, ALY52613.1, 421
803, CP008858.2, Pseudomonas aeruginosa, ALY50755.1, 421
804, CP026680.1, Pseudomonas aeruginosa, AVE36406.1, 421
805, CP030327.1, Pseudomonas aeruginosa, AXA01118.1, 421
837, CP015002.1, Pseudomonas aeruginosa, AOX36632.1, 421
839, CP030911.1, Pseudomonas aeruginosa, AXO32197.1, 421
840, CP030911.1, Pseudomonas aeruginosa, AXO29983.1, 328
921, CP000094.2, Pseudomonas fluorescens Pf0-1, ABA75785.1, 438
926, CP027798.1, Serratia marcescens, AXX25274.1, 405
927, CP027796.1, Serratia marcescens, AXX21893.1, 405
929, CP021984.1, Serratia marcescens, ASC77856.1, 405
930, CP005927.1, Serratia sp. FS14, AIA49510.1, 405
932, CP028826.1, Pseudomonas fluorescens, AWA42330.1, 416
933, CP028826.1, Pseudomonas fluorescens, AWA40723.1, 426
934, CP029482.1, Pseudomonas sp. 31-12, AWM89444.1, 416
937, LT629756.1, Pseudomonas sp. Z003-0.4C(8344-21), SDS61198.1, 419
938, CP014205.2, Pseudomonas sp. MS586, AMQ82960.1, 416
939, CP014205.2, Pseudomonas sp. MS586, AMQ86313.1, 426
940, LN854573.1, Pseudomonas sp. URMO17WK12:I11, CRL49678.1, 417
941, CP026702.1, Serratia marcescens, AVE49242.1, 405
942, CP024646.1, Pseudomonas syringae, AZV29900.1, 416
943, CP024646.1, Pseudomonas syringae, AZV28308.1, 457
944, HG326223.1, Serratia marcescens subsp. marcescens Db11, CDG11453.1, 405
945, CP028487.1, Yersinia massiliensis, AVX40386.1, 404
947, CP023962.1, Yersinia frederiksenii, ATM88830.1, 404
951, CP028963.1, Burkholderia sp. IDO3, AXK64696.1, 406
953, MH449675.1, Aeromonas hydrophila, AXL04866.1, 403
960, CP001025.1, Burkholderia ambifaria MC40-6, ACB63263.1, 406
965, CP009781.1, Yersinia aldovae 670-83, AJJ61339.1, 402
966, AP018111.1, Burkholderia stabilis, BAX59984.1, 406
969, CP032487.1, Yersinia sp. CFS1934, QAX79183.1, 402
970, CP013393.1, Burkholderia vietnamiensis, AOJ12750.1, 406
971, CP016032.1, Serratia marcescens, ANM78449.1, 358
972, CP007781.1, Burkholderia cenocepacia, AIO42272.1, 406
973, CP034545.1, Burkholderia cenocepacia, AZQ50310.1, 406
974, CP030092.1, Massilia sp. YMA4, AXA94897.1, 385
975, CP029824.1, Burkholderia sp. JP2-270, AWV01057.1, 406
977, CP003872.1, Acidovorax sp. KKS102, AFU44347.1, 406
978, CP029608.1, Pseudomonas kribbensis, AXI64330.1, 417
980, CP002780.1, Desulfotomaculum ruminis DSM 2154, AEG61869.1, 405
981, CP014947.1, Pseudomonas koreensis, AMT86016.1, 417
982, CP014947.1, Pseudomonas koreensis, AMT90142.1, 439
983, CP028295.1, Acidovorax avenae subsp. avenae, AVS92109.1, 413
984, CP028295.1, Acidovorax avenae subsp. avenae, , 0
987, CP014784.1, Pseudomonas alcaligenes, AMR65318.1, 416
988, CP013235.1, Collimonas arenae, AMP11044.1, 420
989, CP013235.1, Collimonas arenae, AMP08581.1, 474
990, CP013233.1, Collimonas arenae, AMP01149.1, 420
991, CP013233.1, Collimonas arenae, AMO98691.1, 474
992, HG322950.1, Pseudomonas knackmussii B13, CDF86800.1, 419
994, CP028297.1, Acidovorax avenae subsp. avenae, AVS98107.1, 403
996, CP028299.1, Acidovorax avenae subsp. avenae, AVT07757.1, 403
998, CP028303.1, Acidovorax avenae subsp. avenae, AVT22310.1, 403
1000, AY442352.1, Aneurinibacillus thermoaerophilus, AAS55714.1, 408
1003, CP009962.1, Collimonas arenae, AIY42848.1, 418
1008, LT629777.1, Pseudomonas asplenii, SDT01054.1, 453
1009, CP013234.1, Collimonas pratensis, AMP06291.1, 418
1010, CP013236.1, Collimonas pratensis, AMP16213.1, 418
1012, CP003915.1, Advenella mimigardefordensis DPN7, AHG62790.1, 406
1016, AB812022.1, Escherichia coli, BAQ01054.1, 402
1017, CP027667.1, Melaminivora sp. SC2-9, AVO48658.1, 443
1020, LT963395.1, Pseudomonas cerasi, SOS14701.1, 405
1022, LT222319.1, Pseudomonas cerasi, CZT27311.1, 405
1024, CP000075.1, Pseudomonas syringae pv. syringae B728a, AAY35976.1, 405
1026, CP013251.1, Endozoicomonas montiporae CL-33, AMO56835.1, 428
1028, CP009801.1, Yersinia intermedia, AJJ21013.1, 402
1030, CP018202.1, Pseudomonas syringae pv. actinidiae ICMP 9853, AQL36105.1, 405
1032, CP034078.1, Pseudomonas syringae pv. pisi str. PP1, AZG85171.1, 405
1034, CP028490.1, Pseudomonas syringae pv. atrofaciens, AVX24465.1, 405
1036, LT963409.1, Pseudomonas syringae, SOS41422.1, 405
1038, LT985192.1, Pseudomonas syringae, SPD80649.1, 405
1040, CP026558.1, Pseudomonas amygdali pv. morsprunorum, AVB13434.1, 405
1042, CP033105.1, Pseudomonas sp. LTJR-52, AYN92941.1, 405
1043, CP014030.2, Citrobacter sp. FDAARGOS_156, AVH81983.1, 399
1044, CP023465.1, Lysobacter capsici, ATE73390.1, 414
1045, CP023465.1, Lysobacter capsici, ATE73110.1, 410
1046, CP026562.1, Pseudomonas avellanae, AVB18884.1, 405
1048, LT963408.1, Pseudomonas syringae group genomosp. 3, SOS32411.1, 405
1050, CP032871.1, Pseudomonas syringae pv. actinidiae, AYL17520.1, 405
1052, CP019730.1, Pseudomonas syringae pv. actinidiae, AQX61023.1, 405
1054, CP017009.1, Pseudomonas syringae pv. actinidiae, APQ05395.1, 405
1056, CP019732.1, Pseudomonas syringae pv. actinidiae, AQX64453.1, 405
1058, CP011972.2, Pseudomonas syringae pv. actinidiae ICMP 18884, AKT32343.1, 405
1060, CP012179.1, Pseudomonas syringae pv. actinidiae ICMP 18708, AOE58681.1, 405
1062, CP017007.1, Pseudomonas syringae pv. actinidiae, APP99635.1, 405
1064, CP032631.1, Pseudomonas syringae pv. actinidiae str. Shaanxi_M228, AYL82855.1, 405
1066, CP024712.1, Pseudomonas syringae pv. actinidiae, ATV16511.1, 405
1068, CP003614.1, Oscillatoria nigro-viridis PCC 7112, AFZ04964.1, 470
1070, CP000058.1, Pseudomonas savastanoi pv. phaseolicola 1448A, AAZ33210.1, 405
1072, LT963391.1, Pseudomonas syringae pv. cerasicola, SOS20126.1, 405
1074, CP006979.1, Pseudomonas monteilii SB3101, AHC86800.1, 402
1075, CP006978.1, Pseudomonas monteilii SB3078, AHC81371.1, 402
1076, CP018319.1, Pseudomonas frederiksbergensis, APV41520.1, 404
1077, CP006777.1, Clostridium beijerinckii ATCC 35702, AIU01660.1, 420
1078, CP000721.1, Clostridium beijerinckii NCIMB 8052, ABR36857.1, 420
1079, CP014331.1, Clostridium sp. MF28, AVK48688.1, 420
1082, CP000949.1, Pseudomonas putida W619, ACA71892.1, 402
1083, CP013141.1, Lysobacter antibioticus, ALN62951.1, 401
1084, CP000153.1, Sulfurimonas denitrificans DSM 1251, ABB45005.1, 410
1086, CP003607.1, Oscillatoria acuminata PCC 6304, AFY84663.1, 468
1087, CP003607.1, Oscillatoria acuminata PCC 6304, AFY84589.1, 430
1090, CP000614.1, Burkholderia vietnamiensis G4, ABO56202.1, 461
1091, CP000614.1, Burkholderia vietnamiensis G4, ABO53824.1, 454
1092, CP013997.1, Pseudomonas monteilii, AMA46822.1, 405
1093, CP033433.1, Cohnella sp. 18JY8-7, AYQ74170.1, 446
1094, CP013183.1, Pseudomonas syringae pv. lapsa, ALU59177.1, 405
1096, LT962481.1, Pseudomonas syringae pv. syringae, SOQ02990.1, 405
1098, LT962480.1, Pseudomonas syringae pv. syringae, SOP96220.1, 405
1100, CP005969.1, Pseudomonas syringae pv. syringae B301D, AKF44511.1, 405
1105, LT828648.1, Nitrospira japonica, SLM49980.1, 450
1106, LT828648.1, Nitrospira japonica, SLM46425.1, 425
1108, CP033381.1, Methylomonas sp. LW13, QBC26046.1, 443
1109, CP033381.1, Methylomonas sp. LW13, QBC27031.1, 411
1110, CP022713.1, Blautia coccoides, ASU27521.1, 436
1112, CP015405.2, Blautia sp. YL58, ANU74716.1, 436
1114, CP027562.1, Stenotrophomonas maltophilia, AVO28914.1, 413
1115, CP015612.1, Stenotrophomonas maltophilia, ARQ88537.1, 413
1116, HE980331.1, Clostridioides difficile, CCK73628.1, 430
1117, CP020378.1, Clostridioides difficile, AXU28892.1, 422
1118, CP020380.1, Clostridioides difficile, AXU36468.1, 422
1119, CP020379.1, Clostridioides difficile, AXU32680.1, 422
1120, CP005975.1, Pseudomonas fluorescens PICF7, AJZ94916.1, 454
1122, CP010896.1, Pseudomonas fluorescens, AJP53748.1, 454
1124, CP007637.1, Pseudomonas simiae, AIB37942.1, 454
1126, CP032364.1, Lachnoanaerobaculum umeaense, AYB00731.1, 442
1127, CP032364.1, Lachnoanaerobaculum umeaense, AYA98900.1, 433
1128, HE577333.1, Azospirillum brasilense Sp245, CCD04059.1, 407
1130, CP022256.1, Azospirillum brasilense Sp245, AWJ93510.1, 407
1132, AF324836.3, Aneurinibacillus thermoaerophilus, AAS49125.1, 435
1134, FP929050.1, Roseburia intestinalis XB6B4, CBL13760.1, 424
1138, LR027880.1, Roseburia intestinalis L1-82, VCV20934.1, 434
1140, CP001810.1, Butyrivibrio proteoclasticus B316, ADL33296.1, 456
1143, CP014343.1, Pseudomonas putida, AMK30025.1, 411
1144, FP929140.1, gamma proteobacterium HdN1, CBL44279.1, 456
1150, LT799039.1, Pseudomonas putida, SKB79393.1, 405
1153, CP017831.1, Butyrivibrio hungatei, AOZ95568.1, 441
1154, CP017831.1, Butyrivibrio hungatei, AOZ95485.1, 424
1155, CP021165.1, Klebsiella pneumoniae, AWQ52104.1, 443
1156, CP034760.1, Klebsiella pneumoniae, AZV14111.1, 443
1157, CP031814.1, Klebsiella pneumoniae, AXS08255.1, 443
1158, CP000647.1, Klebsiella pneumoniae subsp. pneumoniae MGH 78578, ABR77903.1, 443
1159, LT174596.1, Klebsiella pneumoniae, CZQ25252.1, 443
1161, CP010415.1, Azotobacter chroococcum NCIMB 8003, AJE22106.1, 405
1164, LT907843.1, Serratia sp. JKS000199, SNY82755.1, 444
1165, CP033504.1, Serratia sp. LS-1, AYU89708.1, 444
1166, CP025698.1, Serratia marcescens, AUO00597.1, 444
1167, CP018924.1, Serratia marcescens, ASM01534.1, 444
1168, FP929049.1, Roseburia intestinalis M50/1, CBL07742.1, 424
1171, CP012639.1, Serratia marcescens, ALD43278.1, 444
1173, LO018304.1, Planktothrix agardhii, CUM61585.1, 470
1174, AP017991.1, Planktothrix agardhii NIES-204, BBD55478.1, 470
1175, CP028519.1, Microvirgula aerodenitrificans, , 0
1176, AP018298.1, Fischerella sp. NIES-4106, BAZ67920.1, 444
1177, AP018298.1, Fischerella sp. NIES-4106, BAZ68734.1, 431
1178, AP018298.1, Fischerella sp. NIES-4106, BAZ65637.1, 444
1179, AP018298.1, Fischerella sp. NIES-4106, BAZ68237.1, 428
1180, AP018298.1, Fischerella sp. NIES-4106, BAZ66845.1, 435
1181, AP018298.1, Fischerella sp. NIES-4106, BAZ68341.1, 428
1182, AP018298.1, Fischerella sp. NIES-4106, BAZ65920.1, 437
1184, MH325899.1, Citrobacter braakii, AWU66706.1, 444
1185, CP028901.1, Bordetella sp. HZ20, AWB35014.1, 411
1187, CP011131.1, Lysobacter gummosus, ALN93123.1, 418
1188, CP011131.1, Lysobacter gummosus, ALN92794.1, 376
1189, CP013140.1, Lysobacter enzymogenes, ALN59586.1, 418
1190, CP013140.1, Lysobacter enzymogenes, ALN59220.1, 381
1191, MH325898.1, Citrobacter werkmanii, AWU66697.1, 446
1192, CP029216.1, Klebsiella pneumoniae, AWJ10804.1, 443
1193, CP028797.1, Klebsiella pneumoniae, AWA58301.1, 443
1194, CP027068.2, Klebsiella pneumoniae, AVJ64789.1, 443
1195, CP025951.1, Klebsiella pneumoniae subsp. pneumoniae, AUS19202.1, 443
1196, CP028793.1, Klebsiella pneumoniae, AWA73704.1, 443
1197, CP029689.1, Klebsiella pneumoniae, AXR49172.1, 443
1198, CP036305.1, Klebsiella pneumoniae, QBH31885.1, 443
1199, CP022882.1, Klebsiella pneumoniae, ASV27476.1, 443
1200, CP023933.1, Klebsiella pneumoniae, ATM51927.1, 443
1201, CP025461.1, Klebsiella pneumoniae, AUH92059.1, 443
1202, AP018671.1, Klebsiella pneumoniae, BBE03037.1, 443
1203, CP025456.1, Klebsiella pneumoniae, AUH80674.1, 443
1204, CP028548.1, Klebsiella pneumoniae subsp. pneumoniae, AVZ89157.1, 443
1205, CP026145.1, Klebsiella pneumoniae, QAW78034.1, 443
1206, CP026140.1, Klebsiella pneumoniae, QAW72483.1, 443
1207, CP026130.1, Klebsiella pneumoniae, AXK96272.1, 443
1208, CP029226.1, Klebsiella pneumoniae, AWJ21366.1, 443
1209, CP026136.1, Klebsiella pneumoniae, QAW66809.1, 443
1211, CP026132.1, Klebsiella pneumoniae, QAW61052.1, 443
1212, CP026149.1, Klebsiella pneumoniae, QAW83581.1, 443
1215, CP029693.1, Pseudomonas putida, AWY43343.1, 465
1216, CP029693.1, Pseudomonas putida, AWY44490.1, 460
1218, CP022960.1, Pseudomonas sp. NS1(2017), ASV40062.1, 459
1219, AP018184.1, Nostoc sp. NIES-2111, BAY40819.1, 434
1220, AP018184.1, Nostoc sp. NIES-2111, BAY36712.1, 418
1221, CP005095.1, Azotobacter vinelandii CA6, AGK19989.1, 447
1222, CP001157.1, Azotobacter vinelandii DJ, ACO77812.1, 447
1223, CP005094.1, Azotobacter vinelandii CA, AGK15275.1, 447
1224, CP022997.1, Klebsiella pneumoniae, ASV88853.1, 443
1232, CP012036.1, Nostoc piscinale CENA21, ALF54344.1, 408
1235, CP021979.1, Sulfurospirillum sp. SL2-2, ASC94329.1, 407
1236, CP019343.1, Oceanicoccus sagamiensis, ARN73883.1, 461
1238, CP021416.1, Sulfurospirillum sp. SL2-1, ARU49526.1, 408
1239, CP027804.1, Aeromonas hydrophila, AVP85298.1, 438
1240, CP011130.1, Lysobacter capsici, ALN87632.1, 422
1241, CP011130.1, Lysobacter capsici, ALN87310.1, 353
1242, LN907827.1, Erwinia gerundensis, CUU24609.1, 428
1243, FP929053.1, Ruminococcus sp. SR1/5, CBL21589.1, 440
1245, CP014025.1, Pseudomonas fulva, AVF54714.1, 406
1246, CP024933.1, Aeromonas veronii, ATY81920.1, 438
1247, AP014940.1, Lysobacter enzymogenes, BAV96443.1, 421
1248, AP014940.1, Lysobacter enzymogenes, BAV96766.1, 379
1249, LN865164.1, Pseudomonas sp. URMO17WK12:I11, CRN04926.1, 406
1251, CP015638.1, Pseudomonas fluorescens, AOE75207.1, 454
1252, CP015638.1, Pseudomonas fluorescens, AOE73882.1, 418
1254, CP015637.1, Pseudomonas fluorescens, AOE69496.1, 454
1255, CP015637.1, Pseudomonas fluorescens, AOE68058.1, 418
1258, LR134123.1, Klebsiella aerogenes, VDZ67713.1, 444
1259, CP002824.1, Klebsiella aerogenes KCTC 2190, AEG99527.1, 444
1260, CP021425.1, Oleiphilus messinensis, ARU55004.1, 407
1262, AP017305.1, Fischerella sp. NIES-3754, BAU08247.1, 440
1263, AP017305.1, Fischerella sp. NIES-3754, BAU06313.1, 428
1264, AP017305.1, Fischerella sp. NIES-3754, BAU05249.1, 427
1265, AP017305.1, Fischerella sp. NIES-3754, BAU05780.1, 437
1266, AP017305.1, Fischerella sp. NIES-3754, BAU06166.1, 425
1267, CP003600.1, Chamaesiphon minutus PCC 6605, AFY91608.1, 453
1268, CP003600.1, Chamaesiphon minutus PCC 6605, AFY95607.1, 426
1269, FP929054.1, Blautia obeum A2-162, CBL24560.1, 419
1272, CP018810.1, Citrobacter freundii, APR32899.1, 440
1273, CP020448.2, Citrobacter braakii, ARC39386.1, 440
1274, CP024819.1, Citrobacter freundii, ATX03637.1, 440
1278, CP019799.1, Cellvibrio sp. PSBB023, AQT61393.1, 447
1281, CP019927.2, Serratia marcescens, AQT63273.1, 444
1282, CP018917.1, Serratia marcescens, ASL86985.1, 444
1283, CP033069.1, Acidovorax sp. 1608163, AYM97605.1, 462
1287, CP026692.1, Lobaria pulmonaria (5183) cyanobiont, AVH70503.1, 432
1289, AP018178.1, Calothrix sp. NIES-2100, BAY23075.1, 455
1290, AP018178.1, Calothrix sp. NIES-2100, BAY21851.1, 423
1291, AP018178.1, Calothrix sp. NIES-2100, BAY22419.1, 414
1296, KC999970.1, Aeromonas hydrophila, AID71054.1, 434
1299, CP034469.1, Pantoea agglomerans, QAV50028.1, 446
1300, CP034474.1, Pantoea agglomerans, QAV45188.1, 446
1302, CP000473.1, Candidatus Solibacter usitatus Ellin6076, ABJ88343.1, 437
1304, CP000473.1, Candidatus Solibacter usitatus Ellin6076, ABJ85600.1, 437
1307, HE577054.1, Paenibacillus polymyxa M1, CCI71314.1, 423
1308, CP015438.1, Anoxybacillus amylolyticus, ANB61926.1, 406
1309, CP034141.1, Paenibacillus sp. M-152, AZH31410.1, 432
